Nitrogen,Potassium,Phosphorous,Fertilizer Name
23,0,30,DAP
8,8,9,DAP
40,17,9,Seventeen-Seventeen-Seventeen
11,0,19,Twenty Eight-Twenty Eight
11,0,15,DAP
41,0,0,Twenty-Twenty
11,0,0,Twenty-Twenty
37,0,24,Ten-Twenty Six-Twenty Six
35,0,11,Twenty-Twenty
15,0,21,Seventeen-Seventeen-Seventeen
12,0,0,Urea
23,0,10,Ten-Twenty Six-Twenty Six
13,0,0,Urea
41,0,10,Twenty-Twenty
9,0,22,DAP
38,0,41,Urea
6,9,39,Twenty Eight-Twenty Eight
11,0,0,DAP
4,0,28,Urea
41,12,41,Fourteen-Thirty Five-Fourteen
37,0,12,DAP
4,0,0,DAP
23,0,33,Seventeen-Seventeen-Seventeen
8,9,37,Urea
11,0,0,Twenty-Twenty
38,8,15,Urea
10,10,20,Ten-Twenty Six-Twenty Six
22,0,0,Urea
10,0,20,Ten-Twenty Six-Twenty Six
21,0,0,Fourteen-Thirty Five-Fourteen
7,10,20,DAP
13,0,9,Seventeen-Seventeen-Seventeen
12,0,15,Ten-Twenty Six-Twenty Six
39,13,0,DAP
36,0,29,Urea
13,14,39,Urea
41,10,39,Urea
41,0,0,DAP
13,9,16,Seventeen-Seventeen-Seventeen
22,0,28,DAP
23,0,42,Urea
15,0,18,Urea
12,0,33,Twenty Eight-Twenty Eight
10,10,8,Ten-Twenty Six-Twenty Six
12,0,0,Fourteen-Thirty Five-Fourteen
15,17,0,DAP
24,0,21,Seventeen-Seventeen-Seventeen
15,0,23,Fourteen-Thirty Five-Fourteen
12,0,0,Twenty-Twenty
41,0,19,Fourteen-Thirty Five-Fourteen
8,13,28,Seventeen-Seventeen-Seventeen
39,0,28,DAP
13,0,40,DAP
7,0,0,Urea
8,0,10,Twenty Eight-Twenty Eight
23,18,14,Seventeen-Seventeen-Seventeen
10,0,36,Seventeen-Seventeen-Seventeen
35,0,0,DAP
11,7,0,Twenty Eight-Twenty Eight
40,0,28,Twenty-Twenty
10,0,15,Fourteen-Thirty Five-Fourteen
24,0,15,DAP
10,0,20,Ten-Twenty Six-Twenty Six
11,0,13,Twenty-Twenty
15,9,29,DAP
24,0,0,Twenty Eight-Twenty Eight
7,17,32,Fourteen-Thirty Five-Fourteen
7,0,22,Twenty Eight-Twenty Eight
14,19,36,Urea
14,0,21,Twenty-Twenty
35,0,0,Ten-Twenty Six-Twenty Six
12,0,18,DAP
36,0,20,Urea
37,13,37,Twenty Eight-Twenty Eight
23,0,30,Ten-Twenty Six-Twenty Six
7,0,42,Urea
39,0,39,Urea
13,18,28,Urea
14,0,0,Twenty-Twenty
11,0,0,Seventeen-Seventeen-Seventeen
12,0,0,Twenty-Twenty
14,0,15,Twenty-Twenty
14,0,14,DAP
9,0,31,Urea
23,0,10,Seventeen-Seventeen-Seventeen
15,10,29,Fourteen-Thirty Five-Fourteen
24,9,35,Urea
8,0,0,DAP
23,0,0,Urea
23,0,0,DAP
38,0,0,Twenty-Twenty
13,0,0,Seventeen-Seventeen-Seventeen
39,10,9,Twenty-Twenty
10,17,24,Fourteen-Thirty Five-Fourteen
21,0,0,DAP
38,0,37,Twenty-Twenty
37,0,10,DAP
12,0,17,Fourteen-Thirty Five-Fourteen
14,0,9,Twenty Eight-Twenty Eight
12,0,0,Twenty-Twenty
24,14,0,Twenty-Twenty
42,0,0,Urea
11,0,29,Twenty-Twenty
13,0,35,Urea
15,0,20,DAP
15,9,0,Seventeen-Seventeen-Seventeen
41,0,30,Fourteen-Thirty Five-Fourteen
15,10,11,DAP
23,0,0,Twenty Eight-Twenty Eight
10,0,0,Urea
37,0,39,Ten-Twenty Six-Twenty Six
24,0,0,Fourteen-Thirty Five-Fourteen
13,0,24,Seventeen-Seventeen-Seventeen
13,0,0,Urea
37,0,31,Twenty-Twenty
37,10,10,DAP
11,17,36,Urea
12,13,9,Twenty-Twenty
36,9,12,Twenty Eight-Twenty Eight
40,0,15,Urea
8,9,41,Twenty Eight-Twenty Eight
35,0,40,Urea
9,0,0,Urea
41,0,19,Twenty Eight-Twenty Eight
38,0,14,DAP
21,0,39,DAP
23,0,0,Urea
10,0,0,Urea
14,0,23,Twenty Eight-Twenty Eight
37,0,10,DAP
12,0,12,Fourteen-Thirty Five-Fourteen
9,0,0,Twenty Eight-Twenty Eight
24,0,36,Urea
12,0,41,Twenty-Twenty
5,0,38,Twenty Eight-Twenty Eight
37,0,0,Twenty-Twenty
10,0,13,Twenty Eight-Twenty Eight
11,0,38,Twenty-Twenty
37,8,42,Fourteen-Thirty Five-Fourteen
41,0,40,Urea
8,0,40,Fourteen-Thirty Five-Fourteen
12,0,15,Ten-Twenty Six-Twenty Six
4,0,29,Urea
10,7,21,DAP
10,19,15,Twenty Eight-Twenty Eight
11,0,16,Fourteen-Thirty Five-Fourteen
15,0,0,Urea
23,0,0,Urea
10,13,21,Twenty Eight-Twenty Eight
14,0,0,Twenty Eight-Twenty Eight
23,0,28,DAP
24,0,39,Seventeen-Seventeen-Seventeen
14,9,19,Twenty Eight-Twenty Eight
9,0,0,Ten-Twenty Six-Twenty Six
5,0,10,Urea
13,0,0,Urea
12,0,0,Twenty-Twenty
22,8,36,Twenty Eight-Twenty Eight
8,0,0,Twenty-Twenty
22,18,15,Fourteen-Thirty Five-Fourteen
35,0,14,Fourteen-Thirty Five-Fourteen
12,0,36,Urea
10,14,38,Twenty Eight-Twenty Eight
38,0,36,Fourteen-Thirty Five-Fourteen
12,0,19,Fourteen-Thirty Five-Fourteen
23,7,37,Twenty-Twenty
8,0,15,DAP
36,0,19,Urea
23,0,19,Fourteen-Thirty Five-Fourteen
12,0,23,DAP
38,0,20,Urea
24,0,29,Urea
14,0,29,Fourteen-Thirty Five-Fourteen
10,0,28,Fourteen-Thirty Five-Fourteen
7,0,36,Fourteen-Thirty Five-Fourteen
42,0,17,Fourteen-Thirty Five-Fourteen
15,0,19,Urea
35,0,13,Fourteen-Thirty Five-Fourteen
24,0,0,Twenty Eight-Twenty Eight
12,0,17,Twenty Eight-Twenty Eight
14,0,18,Urea
23,7,30,Twenty-Twenty
21,0,30,Urea
24,0,37,DAP
12,0,10,Urea
12,9,41,Twenty-Twenty
12,0,11,Urea
12,0,35,Urea
39,0,30,Urea
10,0,13,Twenty Eight-Twenty Eight
40,0,21,DAP
12,0,29,Fourteen-Thirty Five-Fourteen
8,18,29,Fourteen-Thirty Five-Fourteen
13,0,23,Twenty Eight-Twenty Eight
12,0,11,Seventeen-Seventeen-Seventeen
15,0,19,Ten-Twenty Six-Twenty Six
39,0,0,DAP
23,0,31,Urea
13,0,29,Urea
24,0,14,Twenty Eight-Twenty Eight
35,0,23,Fourteen-Thirty Five-Fourteen
9,0,0,Twenty-Twenty
41,0,15,Seventeen-Seventeen-Seventeen
23,15,10,Fourteen-Thirty Five-Fourteen
13,0,0,Ten-Twenty Six-Twenty Six
24,10,38,Urea
15,14,30,Fourteen-Thirty Five-Fourteen
8,0,23,DAP
8,0,15,Twenty Eight-Twenty Eight
36,8,24,Ten-Twenty Six-Twenty Six
13,0,41,DAP
40,0,0,Urea
41,9,21,Twenty-Twenty
13,0,16,DAP
12,0,22,Urea
5,0,20,Twenty Eight-Twenty Eight
35,9,10,Twenty-Twenty
5,0,10,Seventeen-Seventeen-Seventeen
21,15,19,Seventeen-Seventeen-Seventeen
36,0,18,Twenty-Twenty
40,9,13,Urea
12,9,15,Twenty Eight-Twenty Eight
12,18,39,DAP
35,0,29,Seventeen-Seventeen-Seventeen
13,0,10,Twenty-Twenty
5,10,0,Fourteen-Thirty Five-Fourteen
9,0,35,Twenty Eight-Twenty Eight
35,0,38,Urea
24,0,24,Twenty Eight-Twenty Eight
15,7,22,Twenty Eight-Twenty Eight
39,9,37,Urea
11,0,0,Urea
24,8,15,Urea
38,0,8,DAP
23,0,41,Twenty Eight-Twenty Eight
10,0,31,Twenty Eight-Twenty Eight
7,0,8,Fourteen-Thirty Five-Fourteen
10,0,30,Twenty Eight-Twenty Eight
13,0,30,DAP
41,0,20,DAP
37,0,9,Fourteen-Thirty Five-Fourteen
15,0,15,DAP
14,0,39,Urea
11,0,14,Ten-Twenty Six-Twenty Six
12,0,18,Ten-Twenty Six-Twenty Six
14,14,0,Twenty Eight-Twenty Eight
41,0,33,Twenty-Twenty
6,0,0,Urea
13,0,0,Fourteen-Thirty Five-Fourteen
35,0,31,Ten-Twenty Six-Twenty Six
11,0,21,Twenty Eight-Twenty Eight
13,0,30,Urea
21,16,10,Fourteen-Thirty Five-Fourteen
12,18,31,Urea
9,8,35,Twenty Eight-Twenty Eight
23,14,30,Urea
12,0,0,Urea
24,10,23,Urea
23,0,0,Urea
40,0,0,Twenty Eight-Twenty Eight
36,0,20,Twenty Eight-Twenty Eight
12,0,12,Urea
8,8,0,Twenty-Twenty
12,14,10,Ten-Twenty Six-Twenty Six
37,0,0,Twenty Eight-Twenty Eight
42,0,23,Urea
21,0,9,DAP
9,0,23,Twenty Eight-Twenty Eight
10,0,13,Twenty-Twenty
8,0,41,Twenty Eight-Twenty Eight
22,0,29,Twenty-Twenty
13,0,0,Ten-Twenty Six-Twenty Six
4,0,0,DAP
14,8,13,Twenty-Twenty
4,0,37,Twenty Eight-Twenty Eight
23,0,15,Ten-Twenty Six-Twenty Six
10,0,9,Urea
41,7,41,Ten-Twenty Six-Twenty Six
42,0,9,Twenty-Twenty
6,0,15,Seventeen-Seventeen-Seventeen
12,0,0,DAP
10,16,16,Twenty-Twenty
12,0,0,Ten-Twenty Six-Twenty Six
10,9,35,Ten-Twenty Six-Twenty Six
12,0,20,Fourteen-Thirty Five-Fourteen
8,9,30,Fourteen-Thirty Five-Fourteen
36,0,19,DAP
12,0,0,Ten-Twenty Six-Twenty Six
13,0,30,Twenty Eight-Twenty Eight
41,18,0,Urea
42,0,41,DAP
15,0,20,Twenty-Twenty
12,0,10,Urea
8,13,19,Urea
23,0,37,Urea
12,0,0,Twenty-Twenty
9,0,13,DAP
21,7,13,Twenty Eight-Twenty Eight
39,9,0,DAP
21,0,14,Twenty Eight-Twenty Eight
24,0,36,Fourteen-Thirty Five-Fourteen
12,10,36,DAP
36,0,30,Urea
7,0,0,DAP
41,0,18,Fourteen-Thirty Five-Fourteen
14,12,10,Twenty-Twenty
39,0,22,Ten-Twenty Six-Twenty Six
10,0,15,DAP
23,0,0,Twenty Eight-Twenty Eight
12,0,20,Twenty-Twenty
41,0,9,Twenty Eight-Twenty Eight
23,0,39,Twenty-Twenty
8,0,0,Urea
14,0,19,Ten-Twenty Six-Twenty Six
37,0,18,Ten-Twenty Six-Twenty Six
12,0,32,Urea
8,0,20,Ten-Twenty Six-Twenty Six
12,0,0,Fourteen-Thirty Five-Fourteen
14,0,9,Urea
24,0,10,Urea
41,0,13,DAP
21,10,10,Seventeen-Seventeen-Seventeen
21,0,20,DAP
15,17,13,Fourteen-Thirty Five-Fourteen
12,0,0,Twenty Eight-Twenty Eight
5,0,12,Twenty Eight-Twenty Eight
9,0,13,Ten-Twenty Six-Twenty Six
13,0,0,Seventeen-Seventeen-Seventeen
15,0,18,Twenty-Twenty
11,10,13,Twenty-Twenty
7,10,0,Ten-Twenty Six-Twenty Six
24,14,11,Twenty-Twenty
10,0,9,DAP
14,0,0,Ten-Twenty Six-Twenty Six
11,0,24,Urea
42,9,0,Seventeen-Seventeen-Seventeen
9,9,35,Fourteen-Thirty Five-Fourteen
14,0,0,DAP
13,0,15,DAP
14,0,35,Twenty Eight-Twenty Eight
13,0,15,DAP
13,18,30,Twenty Eight-Twenty Eight
12,9,19,Urea
8,0,0,Urea
7,0,20,DAP
11,0,24,Twenty-Twenty
22,0,0,Twenty-Twenty
10,0,37,Seventeen-Seventeen-Seventeen
6,0,17,Twenty-Twenty
13,10,11,Urea
12,0,0,Urea
13,0,12,Twenty-Twenty
22,0,13,Twenty Eight-Twenty Eight
14,0,0,DAP
14,0,39,Seventeen-Seventeen-Seventeen
21,0,18,Urea
23,0,41,Urea
23,0,10,Ten-Twenty Six-Twenty Six
22,0,19,Urea
36,0,0,Twenty Eight-Twenty Eight
39,9,0,Fourteen-Thirty Five-Fourteen
12,17,20,Ten-Twenty Six-Twenty Six
14,0,9,Seventeen-Seventeen-Seventeen
10,0,0,Twenty Eight-Twenty Eight
24,0,30,Twenty Eight-Twenty Eight
12,0,30,Fourteen-Thirty Five-Fourteen
8,0,35,Fourteen-Thirty Five-Fourteen
36,0,0,DAP
7,0,15,Fourteen-Thirty Five-Fourteen
13,0,14,Twenty Eight-Twenty Eight
12,0,21,Fourteen-Thirty Five-Fourteen
35,0,10,Urea
35,0,8,Twenty-Twenty
12,0,13,Ten-Twenty Six-Twenty Six
38,10,9,Twenty-Twenty
35,7,0,Seventeen-Seventeen-Seventeen
41,18,19,Twenty Eight-Twenty Eight
13,0,37,Twenty Eight-Twenty Eight
39,0,0,Twenty-Twenty
22,0,14,Fourteen-Thirty Five-Fourteen
14,0,14,Fourteen-Thirty Five-Fourteen
21,8,19,Ten-Twenty Six-Twenty Six
8,0,0,DAP
9,10,0,Fourteen-Thirty Five-Fourteen
12,19,19,Twenty Eight-Twenty Eight
40,14,16,Twenty-Twenty
13,0,20,Twenty-Twenty
41,12,40,Seventeen-Seventeen-Seventeen
12,0,35,DAP
39,0,41,Urea
8,0,40,DAP
41,0,38,Urea
10,0,23,Urea
9,0,8,Twenty-Twenty
35,0,19,Twenty Eight-Twenty Eight
8,10,13,Fourteen-Thirty Five-Fourteen
24,0,16,Urea
10,0,0,Seventeen-Seventeen-Seventeen
8,17,0,Twenty-Twenty
10,0,23,Urea
24,0,0,Urea
21,13,35,Fourteen-Thirty Five-Fourteen
24,0,0,Fourteen-Thirty Five-Fourteen
22,14,29,DAP
6,0,0,Urea
40,0,0,DAP
12,0,20,Twenty Eight-Twenty Eight
36,0,40,Twenty-Twenty
15,0,15,Twenty Eight-Twenty Eight
4,0,19,Twenty-Twenty
21,0,0,Seventeen-Seventeen-Seventeen
10,0,24,DAP
11,0,19,Urea
39,10,30,Urea
9,0,21,Twenty Eight-Twenty Eight
37,0,0,Urea
12,0,13,Ten-Twenty Six-Twenty Six
23,13,30,DAP
42,0,0,DAP
37,18,13,Urea
8,0,14,Twenty-Twenty
13,0,19,Urea
23,0,20,Twenty-Twenty
36,0,0,DAP
12,0,0,DAP
21,0,31,Fourteen-Thirty Five-Fourteen
10,0,8,Urea
21,0,18,Urea
40,0,18,Twenty-Twenty
11,0,0,Twenty Eight-Twenty Eight
12,0,0,Twenty-Twenty
35,18,41,Twenty-Twenty
21,0,22,Twenty Eight-Twenty Eight
41,14,0,DAP
13,0,35,DAP
24,0,40,Twenty Eight-Twenty Eight
10,0,13,Twenty Eight-Twenty Eight
35,0,10,DAP
12,0,23,Twenty-Twenty
10,0,22,Fourteen-Thirty Five-Fourteen
14,7,36,Fourteen-Thirty Five-Fourteen
12,16,28,Ten-Twenty Six-Twenty Six
8,0,40,Twenty Eight-Twenty Eight
13,0,18,DAP
35,9,22,DAP
23,0,23,Twenty-Twenty
15,0,15,Fourteen-Thirty Five-Fourteen
9,0,9,Urea
40,0,42,Seventeen-Seventeen-Seventeen
13,0,37,DAP
23,0,0,Urea
39,0,8,Fourteen-Thirty Five-Fourteen
10,0,14,Fourteen-Thirty Five-Fourteen
11,19,0,DAP
23,9,18,Seventeen-Seventeen-Seventeen
5,0,0,Seventeen-Seventeen-Seventeen
10,0,0,DAP
13,0,11,Twenty-Twenty
23,0,0,Fourteen-Thirty Five-Fourteen
8,0,0,Urea
35,0,31,Fourteen-Thirty Five-Fourteen
41,0,40,Twenty Eight-Twenty Eight
9,0,39,DAP
38,13,10,DAP
7,0,0,Urea
7,0,35,Fourteen-Thirty Five-Fourteen
35,0,0,DAP
39,0,30,Twenty-Twenty
11,0,33,Twenty-Twenty
12,9,39,Twenty Eight-Twenty Eight
23,0,40,Twenty-Twenty
39,0,18,DAP
13,0,20,DAP
21,0,30,Twenty Eight-Twenty Eight
23,0,15,Fourteen-Thirty Five-Fourteen
36,10,15,Fourteen-Thirty Five-Fourteen
35,0,38,Fourteen-Thirty Five-Fourteen
38,0,24,Seventeen-Seventeen-Seventeen
13,0,19,Urea
14,0,20,Seventeen-Seventeen-Seventeen
12,0,0,Twenty-Twenty
24,0,0,Fourteen-Thirty Five-Fourteen
22,0,14,DAP
12,0,39,Fourteen-Thirty Five-Fourteen
41,0,40,Twenty Eight-Twenty Eight
12,12,36,Fourteen-Thirty Five-Fourteen
12,0,0,Seventeen-Seventeen-Seventeen
35,0,19,DAP
11,0,15,Twenty Eight-Twenty Eight
11,0,10,Fourteen-Thirty Five-Fourteen
12,0,33,Twenty-Twenty
12,7,29,Urea
12,7,30,Urea
35,0,10,Seventeen-Seventeen-Seventeen
23,7,0,Fourteen-Thirty Five-Fourteen
10,17,0,DAP
41,18,0,Twenty Eight-Twenty Eight
36,8,28,Twenty Eight-Twenty Eight
8,7,16,Twenty-Twenty
13,10,36,Twenty Eight-Twenty Eight
4,7,13,DAP
12,0,15,DAP
7,14,15,Twenty-Twenty
41,0,37,Fourteen-Thirty Five-Fourteen
36,0,29,Urea
11,0,21,Seventeen-Seventeen-Seventeen
6,0,0,Urea
23,0,24,Urea
13,0,0,Fourteen-Thirty Five-Fourteen
24,0,38,Urea
23,10,19,DAP
5,0,37,Twenty Eight-Twenty Eight
35,10,16,Urea
23,0,30,Twenty Eight-Twenty Eight
15,0,38,Urea
41,0,40,Twenty-Twenty
10,15,36,DAP
13,9,0,DAP
8,0,19,Urea
13,0,32,Twenty Eight-Twenty Eight
41,0,13,Ten-Twenty Six-Twenty Six
23,0,22,Fourteen-Thirty Five-Fourteen
41,10,15,Urea
12,0,21,DAP
7,8,19,Urea
14,0,36,Seventeen-Seventeen-Seventeen
41,0,0,Urea
22,0,40,Urea
6,10,21,Urea
23,0,35,Urea
7,9,20,Twenty-Twenty
36,9,39,Twenty-Twenty
24,14,15,Ten-Twenty Six-Twenty Six
6,0,15,Twenty Eight-Twenty Eight
12,0,0,Urea
13,0,19,Urea
35,0,40,DAP
15,0,30,DAP
5,0,0,Seventeen-Seventeen-Seventeen
8,9,0,Twenty Eight-Twenty Eight
23,10,21,DAP
12,0,0,Twenty Eight-Twenty Eight
24,16,37,DAP
11,9,0,Urea
14,8,37,DAP
8,8,40,Urea
9,0,0,DAP
13,10,0,Fourteen-Thirty Five-Fourteen
10,0,24,Urea
11,12,0,Seventeen-Seventeen-Seventeen
12,0,14,Urea
14,10,28,DAP
21,0,15,Seventeen-Seventeen-Seventeen
9,0,0,Twenty Eight-Twenty Eight
21,0,23,Fourteen-Thirty Five-Fourteen
39,0,41,Urea
24,7,28,Fourteen-Thirty Five-Fourteen
14,0,21,Ten-Twenty Six-Twenty Six
23,0,36,Urea
9,0,15,Urea
11,0,31,Ten-Twenty Six-Twenty Six
13,0,0,Urea
8,18,15,Twenty Eight-Twenty Eight
39,0,37,Twenty-Twenty
41,0,0,Ten-Twenty Six-Twenty Six
9,14,21,Twenty Eight-Twenty Eight
15,0,19,Fourteen-Thirty Five-Fourteen
12,0,9,DAP
12,0,9,DAP
13,0,18,Twenty-Twenty
35,10,30,Urea
9,0,36,DAP
12,0,0,Urea
24,0,0,Twenty-Twenty
10,0,9,Urea
22,0,0,Twenty-Twenty
7,0,37,DAP
10,0,10,Urea
7,0,30,Urea
23,0,31,Urea
41,0,41,Urea
11,0,0,Ten-Twenty Six-Twenty Six
9,0,32,Twenty Eight-Twenty Eight
12,15,20,Seventeen-Seventeen-Seventeen
14,0,0,Twenty Eight-Twenty Eight
9,0,8,Twenty Eight-Twenty Eight
41,0,30,Urea
38,0,30,Fourteen-Thirty Five-Fourteen
36,9,15,Urea
5,0,37,Twenty-Twenty
12,0,13,Twenty Eight-Twenty Eight
41,0,23,DAP
10,0,40,Urea
12,0,21,Fourteen-Thirty Five-Fourteen
8,0,0,Ten-Twenty Six-Twenty Six
37,0,40,Twenty-Twenty
15,0,17,Urea
8,19,30,Urea
39,0,13,Twenty Eight-Twenty Eight
11,17,0,Twenty-Twenty
36,0,16,Twenty Eight-Twenty Eight
14,0,29,Twenty-Twenty
8,9,15,Urea
10,0,31,Urea
15,0,0,Urea
6,0,15,Twenty-Twenty
11,0,15,Urea
7,16,38,Fourteen-Thirty Five-Fourteen
39,0,11,Twenty Eight-Twenty Eight
13,0,20,DAP
36,0,21,DAP
12,0,36,Ten-Twenty Six-Twenty Six
15,10,12,Fourteen-Thirty Five-Fourteen
39,0,22,Twenty-Twenty
24,0,30,DAP
10,0,24,Twenty Eight-Twenty Eight
13,0,15,Fourteen-Thirty Five-Fourteen
5,13,13,Twenty-Twenty
13,0,28,Ten-Twenty Six-Twenty Six
13,0,9,Twenty-Twenty
4,0,0,Urea
9,0,28,Twenty Eight-Twenty Eight
24,0,0,Seventeen-Seventeen-Seventeen
37,0,11,Ten-Twenty Six-Twenty Six
14,0,15,DAP
14,0,14,Fourteen-Thirty Five-Fourteen
22,0,22,DAP
22,10,19,DAP
36,0,14,Seventeen-Seventeen-Seventeen
11,0,0,DAP
12,13,38,Twenty Eight-Twenty Eight
12,13,0,DAP
23,10,20,Fourteen-Thirty Five-Fourteen
6,0,0,Twenty-Twenty
23,9,30,Twenty-Twenty
4,17,30,DAP
10,0,29,DAP
9,0,15,Urea
12,0,20,Fourteen-Thirty Five-Fourteen
12,9,14,Urea
13,0,29,Twenty Eight-Twenty Eight
13,0,16,Urea
9,0,40,DAP
4,0,19,Urea
35,0,40,DAP
9,0,24,Ten-Twenty Six-Twenty Six
23,13,12,Urea
5,0,39,Seventeen-Seventeen-Seventeen
14,18,21,Urea
11,0,9,Urea
12,0,37,Fourteen-Thirty Five-Fourteen
10,0,37,DAP
36,0,19,Ten-Twenty Six-Twenty Six
11,0,16,DAP
10,0,13,Twenty-Twenty
12,0,28,Twenty-Twenty
24,0,13,Twenty Eight-Twenty Eight
42,0,8,Seventeen-Seventeen-Seventeen
11,0,21,Twenty Eight-Twenty Eight
37,0,14,Fourteen-Thirty Five-Fourteen
22,0,15,Twenty-Twenty
39,0,23,Ten-Twenty Six-Twenty Six
41,9,0,DAP
13,0,29,Twenty Eight-Twenty Eight
13,12,31,Fourteen-Thirty Five-Fourteen
24,0,0,Seventeen-Seventeen-Seventeen
12,14,16,Seventeen-Seventeen-Seventeen
36,0,21,Fourteen-Thirty Five-Fourteen
13,14,18,Twenty Eight-Twenty Eight
11,0,17,Fourteen-Thirty Five-Fourteen
38,0,13,Twenty-Twenty
14,0,15,DAP
9,0,0,Ten-Twenty Six-Twenty Six
41,0,0,Ten-Twenty Six-Twenty Six
42,0,41,Seventeen-Seventeen-Seventeen
14,17,0,DAP
23,0,37,DAP
21,18,14,DAP
15,0,30,DAP
8,7,24,Ten-Twenty Six-Twenty Six
22,17,13,DAP
39,0,37,Twenty Eight-Twenty Eight
36,0,0,Fourteen-Thirty Five-Fourteen
10,0,41,Twenty Eight-Twenty Eight
11,0,13,Urea
9,0,10,Urea
38,0,19,Seventeen-Seventeen-Seventeen
41,0,31,Twenty-Twenty
9,7,0,Fourteen-Thirty Five-Fourteen
12,9,23,Ten-Twenty Six-Twenty Six
39,0,40,Twenty Eight-Twenty Eight
12,0,0,Fourteen-Thirty Five-Fourteen
10,0,23,DAP
10,9,36,DAP
14,9,21,Fourteen-Thirty Five-Fourteen
5,0,0,Twenty Eight-Twenty Eight
41,0,13,Twenty Eight-Twenty Eight
35,0,13,Twenty Eight-Twenty Eight
21,0,30,DAP
8,0,30,Twenty Eight-Twenty Eight
6,0,20,Seventeen-Seventeen-Seventeen
41,10,16,Twenty Eight-Twenty Eight
12,0,32,Twenty-Twenty
9,0,41,Twenty-Twenty
10,0,0,Twenty-Twenty
12,18,9,Twenty Eight-Twenty Eight
13,0,0,Fourteen-Thirty Five-Fourteen
35,19,35,Twenty-Twenty
39,18,39,Twenty-Twenty
10,0,0,Urea
11,8,30,Ten-Twenty Six-Twenty Six
38,19,0,Twenty Eight-Twenty Eight
9,0,0,Urea
12,17,10,Fourteen-Thirty Five-Fourteen
24,0,19,DAP
23,0,36,Twenty Eight-Twenty Eight
5,0,23,DAP
36,17,0,Urea
12,0,38,Twenty-Twenty
22,0,33,Twenty Eight-Twenty Eight
11,0,0,DAP
15,0,16,Seventeen-Seventeen-Seventeen
7,0,20,Urea
10,0,20,Seventeen-Seventeen-Seventeen
39,14,40,Fourteen-Thirty Five-Fourteen
22,0,9,Fourteen-Thirty Five-Fourteen
10,0,36,Twenty Eight-Twenty Eight
15,0,35,DAP
12,0,15,Fourteen-Thirty Five-Fourteen
12,0,33,Urea
5,0,40,Ten-Twenty Six-Twenty Six
24,0,30,Fourteen-Thirty Five-Fourteen
23,0,24,Twenty-Twenty
41,0,0,Twenty-Twenty
10,0,10,Urea
14,0,28,Urea
41,0,19,Ten-Twenty Six-Twenty Six
15,10,29,DAP
38,0,35,Twenty Eight-Twenty Eight
13,0,40,Twenty-Twenty
10,0,16,DAP
6,15,36,Urea
12,0,10,Twenty Eight-Twenty Eight
8,16,15,Urea
6,10,41,Fourteen-Thirty Five-Fourteen
10,0,38,Twenty Eight-Twenty Eight
7,0,29,Twenty Eight-Twenty Eight
15,14,19,Urea
38,18,14,Seventeen-Seventeen-Seventeen
9,0,22,Twenty Eight-Twenty Eight
13,14,19,Twenty Eight-Twenty Eight
10,0,35,DAP
9,14,13,Fourteen-Thirty Five-Fourteen
24,16,0,Fourteen-Thirty Five-Fourteen
8,0,12,Twenty Eight-Twenty Eight
12,0,14,Twenty Eight-Twenty Eight
6,0,30,Fourteen-Thirty Five-Fourteen
39,8,0,Twenty-Twenty
41,0,23,Urea
8,15,10,Urea
15,0,40,DAP
9,0,22,Urea
23,0,23,Fourteen-Thirty Five-Fourteen
24,19,13,DAP
13,0,24,Urea
39,0,0,Fourteen-Thirty Five-Fourteen
36,17,35,Seventeen-Seventeen-Seventeen
36,0,41,Fourteen-Thirty Five-Fourteen
15,17,36,Twenty Eight-Twenty Eight
13,0,14,Twenty Eight-Twenty Eight
15,13,0,DAP
36,0,20,DAP
22,0,38,Ten-Twenty Six-Twenty Six
40,0,39,Twenty-Twenty
24,0,14,DAP
12,0,36,Seventeen-Seventeen-Seventeen
14,9,19,Fourteen-Thirty Five-Fourteen
39,8,36,Twenty Eight-Twenty Eight
36,0,13,Fourteen-Thirty Five-Fourteen
13,0,0,DAP
12,0,12,Twenty Eight-Twenty Eight
15,10,0,DAP
38,0,39,Twenty Eight-Twenty Eight
11,0,23,Fourteen-Thirty Five-Fourteen
41,0,23,Fourteen-Thirty Five-Fourteen
11,12,14,Twenty Eight-Twenty Eight
24,12,0,Urea
42,0,0,Twenty Eight-Twenty Eight
12,7,8,Ten-Twenty Six-Twenty Six
13,0,0,DAP
13,0,37,Twenty-Twenty
8,0,22,Fourteen-Thirty Five-Fourteen
7,0,14,Twenty-Twenty
14,0,18,Twenty-Twenty
14,0,37,Twenty Eight-Twenty Eight
14,0,38,Urea
10,0,0,Seventeen-Seventeen-Seventeen
21,0,42,Twenty-Twenty
15,17,36,Urea
13,7,41,Urea
39,0,0,Urea
35,0,21,Seventeen-Seventeen-Seventeen
6,0,37,Twenty Eight-Twenty Eight
11,0,0,Fourteen-Thirty Five-Fourteen
8,0,38,Fourteen-Thirty Five-Fourteen
11,0,39,Twenty-Twenty
15,8,18,Twenty Eight-Twenty Eight
10,10,0,Twenty Eight-Twenty Eight
21,0,20,Twenty Eight-Twenty Eight
12,0,41,Twenty-Twenty
7,0,42,Seventeen-Seventeen-Seventeen
39,0,0,Twenty Eight-Twenty Eight
10,0,23,Seventeen-Seventeen-Seventeen
42,0,9,Fourteen-Thirty Five-Fourteen
14,0,30,DAP
5,19,33,DAP
